wavelength,white,red,farred
324,0.035939094712728,0.002013567579577,0.000624597313453
326,0.052073353950904,0.003237667802791,0.001103237968554
327,0.057372814426517,0.003038845642366,0.000511333824449
329,0.067251560210452,0.004898806783799,0.000596714006109
331,0.067634546731175,0.002614301565603,0.000849686597828
333,0.0573746757801,0.001517908336819,0.001276330632639
335,0.051734222112381,0.004094392503988,0.000527915456962
337,0.045145898705838,0.003585563449549,0.000773749204414
339,0.041823279600617,0.001383099423128,0.000465190715119
341,0.040137441084445,0.002474717728121,0.000441395006864
343,0.034360845861222,0.002040730960421,0.000363988363622
344,0.034466663590181,0.001514458695586,0.000405182275177
346,0.029364126046425,0.001296402408475,0.000346842920802
348,0.029867716702192,0.001323139065148,0.00048107164546
350,0.028553158411671,0.001240579087275,0.000598735643118
352,0.028083600000747,0.001153419074532,0.000377863815172
354,0.027424114015547,0.001057374196687,2.46E-05
356,0.026504767538606,0.001490280641674,0.000531618153123
358,0.028472080000368,0.001112493582296,0.000611153041411
360,0.025123640804772,0.001184920818074,0.000939309161399
361,0.024964823114137,0.001297353874791,0.000215971764469
363,0.025576575487442,0.000659255909956,0.000356551229255
365,0.02669877304919,0.001439622776677,0.000439120156195
367,0.025731778109175,0.001429079856726,0.000247610534141
369,0.024924452784427,0.001175693852041,0.000447831385616
371,0.024091551366805,0.000873469060545,0.000817050240269
373,0.023433195037811,0.000906239504734,0.000370421498526
375,0.022600137263432,0.001137765478274,0.000288035144724
377,0.022483852275059,0.001123828218416,0.00014635884092
378,0.024714269112556,0.001058707151389,0.000445769397379
380,0.022295113699926,0.001302386258109,0.00026548103293
382,0.022413646901778,0.000974777240552,0.000206278115659
384,0.021643938777704,0.000922478616755,0.000236699342294
386,0.023257526088978,0.001097309085965,0.000493549685347
388,0.022024435216682,0.0007839383033,6.71E-05
390,0.022083045545091,0.001457756753328,0.000154898417906
392,0.022797110007164,0.000400029830094,0.00040065782777
394,0.021941319227057,0.00076525544374,0.000251145844849
396,0.022607962234744,0.001129099912163,0.000429991120587
397,0.022428718284049,0.001127469236021,0.000195662331327
399,0.024031777508892,0.001187945741076,0.000190152390169
401,0.025938946651905,0.001005270552286,0.00045097125409
403,0.028870669636004,0.00079205242929,0.000445549726374
405,0.031785394570608,0.000532838838737,0.000336706314028
407,0.038759557298595,0.001048919068226,0.000271140652164
409,0.047405217245409,0.001334090857678,0.000302846462494
411,0.063034854107937,0.001041597835934,0.000430797036809
412,0.085184438800825,0.000885360663241,0.000240886502834
414,0.117196509435506,0.00046161830581,0.000233725311692
416,0.159663167985854,0.001003046549078,0.000505143943881
418,0.21754418346483,0.000860652322587,0.000447513279317
420,0.292969903840504,0.000388903404829,0.000431607526576
422,0.391268430909724,0.000866449491905,0.000380019972314
424,0.517114292709477,0.000559708859627,0.000494161750648
426,0.671548969927657,0.000674967432942,0.000339052984533
428,0.862253536660329,0.001070914685673,0.000459391685214
429,1.09134163340007,0.000827163320401,0.000114220106908
431,1.36707101999556,0.00053860230882,0.000285855090992
433,1.697859937314,0.000712079773987,0.00021244941257
435,2.0883590657907,0.000945484895158,0.000305372145397
437,2.53486228481272,0.000896766115633,0.00027033596914
439,3.01401381612033,0.000613058106334,0.000307954384908
441,3.46221874360215,0.000571417818391,0.000203838174354
443,3.79414511733955,0.00065532145984,0.000308750950088
445,3.90594527952252,0.000839097304181,0.000224494306642
446,3.7436774948447,0.000506251442016,0.000308327455435
448,3.34677389702789,0.000755647170191,0.000318165777236
450,2.83546852560244,0.001071421323334,0.000408866382444
452,2.3440721061179,0.000778571489804,0.00021950005286
454,1.96421915281158,0.000849727660648,0.000194538315445
456,1.70891119272029,0.00075695466698,0.000283753541764
458,1.54456852410593,0.000870701910339,0.00016225365219
460,1.41856395704642,0.000553385888899,0.000314909190218
461,1.29876929242755,0.000788616041431,0.000319462687002
463,1.17169822045032,0.000515384497508,0.000382213997627
465,1.04805727707606,0.000577947618276,0.000269981259874
467,0.94476551911609,0.000907134148696,0.000398272104258
469,0.874248695751698,0.000707227958058,0.000484386902668
471,0.840489306633942,0.000802087118625,0.0004291850079
473,0.841807044637356,0.000941717928268,0.000516819895723
475,0.866788349218819,0.000995299707218,0.000610889369257
476,0.908323919615033,0.00088602760429,0.000368744697929
478,0.958764000145426,0.000699236981098,0.000281276949224
480,1.01778090160259,0.001152413765374,0.000261604695186
482,1.08585446421659,0.000751683756265,0.000305683332208
484,1.16226424821932,0.0011158602898,0.000537910281131
486,1.24508210843194,0.000981729512742,0.000441798345261
488,1.33264581673121,0.001193513079434,0.000684440271009
490,1.41952920382686,0.001026352238759,0.000398429038355
491,1.50516320577295,0.00082843401073,0.000386865025706
493,1.58212426906565,0.001171334760701,0.000498197013459
495,1.64937205694437,0.000658240417348,0.000373561104773
497,1.70757227970907,0.001146830626142,0.000472857526333
499,1.75391331239252,0.000696620317009,0.000317235127798
501,1.79210642776697,0.000943769617358,0.000478695288051
503,1.8206254436613,0.000777560267471,0.00030354139567
504,1.84882475252964,0.000759109042858,0.000406188072331
506,1.87275222125402,0.000799208783207,0.000321381586494
508,1.89465503814065,0.001331421443456,9.81E-05
510,1.91631382752323,0.000591354922306,0.000447626051544
512,1.94209357169398,0.001050256300417,0.000508088508132
514,1.97063384242947,0.001120474261603,0.00030233681663
516,2.00318598888043,0.000603062769392,0.000476351917896
517,2.04028247179145,0.001063296704674,0.00046131438775
519,2.08423103856835,0.001238096070193,0.000477606891437
521,2.1281673507756,0.000953156710409,0.000293647949168
523,2.17736987018615,0.000884793097869,0.000357020146658
525,2.22467515337718,0.000802191008682,0.000603538295285
527,2.27597406762324,0.000910324973044,0.000314259025932
529,2.32701400278316,0.000695417020102,0.000269184082892
530,2.37608798374194,0.00077608010518,0.000319437721471
532,2.42702824976187,0.000286273435853,0.000274112832775
534,2.47689759021116,0.001309095975059,0.000613596992154
536,2.52468587169616,0.001077184316133,0.000345831280788
538,2.57321657220565,0.000435808138921,0.000710688056849
540,2.61453424084343,0.001055210972565,0.000488782322546
542,2.65457437614519,0.001084031675889,0.000329832005721
543,2.68793877906443,0.000903847950726,0.000443332753338
545,2.7176378452422,0.000898918309054,0.000448931422086
547,2.74321330580409,0.000645542605481,0.00033656341186
549,2.76132432350777,0.001223832106121,0.000436569694187
551,2.7748774575907,0.00103584224356,0.000411911994394
553,2.78648337109023,0.000619233153441,0.000490877841959
555,2.79222694043564,0.001324279401727,0.000515912281151
556,2.79872720613338,0.00075907464001,0.000302265796371
558,2.79801483389873,0.001752839748192,0.000299878781416
560,2.7972395790721,0.001196269945482,0.000426737623283
562,2.79776689603918,0.001157406696364,0.000183499639263
564,2.79567078035294,0.001545964357809,0.000392017214574
566,2.79389013704979,0.001360101754542,0.000552566432906
567,2.79533848220722,0.001341596282021,0.000471742103218
569,2.79485161173145,0.001478476144039,0.000277582742737
571,2.79509926241605,0.002034835881231,0.000274845424664
573,2.79830841546184,0.001585784662488,0.000451117228533
575,2.79955402722654,0.001306081182741,0.000138316993886
577,2.80452396925571,0.001743814797006,0.000533194070498
579,2.81133401167591,0.001479146095918,0.000685940058428
580,2.81937827501064,0.00230275396914,0.000284051592309
582,2.82943942305682,0.001600983386929,0.000461580782535
584,2.84189487451257,0.003533093340792,0.000311095961615
586,2.85317064988702,0.003102296190839,0.000358037709342
588,2.86720173801716,0.003398812173758,0.000191000228837
590,2.87932707851794,0.003945157357571,0.000763010463889
591,2.88912669924048,0.004149995644206,0.000389579222468
593,2.90044600262173,0.005130859078506,0.000318312713081
595,2.90503599869921,0.006076141944497,0.000216750272956
597,2.91062014901501,0.007783290528696,0.000581124302384
599,2.90732532967196,0.008740608808684,0.000197817508082
601,2.90262961080551,0.010730119596321,0.00032698825208
602,2.89384285204858,0.0123268757579,0.000667445270014
604,2.88593852525435,0.014764461297399,0.000490636308185
606,2.87248937183681,0.01785810604061,0.000990271509159
608,2.83512940572689,0.020849832295949,0.000925802337923
610,2.7739240721107,0.024525357261626,0.000995622931767
611,2.71967033532461,0.029846714753891,0.000646580470694
613,2.68560894254311,0.035532027173356,0.000854501779591
615,2.63147405483844,0.0419547165501,0.001224004274144
617,2.59216851966181,0.049445141807393,0.000621064962235
619,2.55006091798009,0.060113693111673,0.000996062585642
621,2.50025835162636,0.07237026940624,0.00114815881947
622,2.45320480877203,0.086241265966764,0.001255924758741
624,2.40098602553507,0.102613073044944,0.001139439576555
626,2.35927628996588,0.123344762093587,0.001007358437025
628,2.32089520946656,0.147067889928399,0.001392383136889
630,2.27372520655532,0.175364095889911,0.001563607037882
631,2.22085648225789,0.209899392505313,0.001884526337113
633,2.15981568168466,0.247445911554618,0.001204073727641
635,2.09817991439473,0.292213439098735,0.00222584144218
637,2.03051436415936,0.344556088657758,0.002783134064705
639,1.97101628002852,0.401644252096144,0.00218103048884
641,1.90809006942916,0.465565944800386,0.003434430236725
642,1.84643683369156,0.536226832979091,0.003188292971011
644,1.78803511487245,0.612505255968702,0.004233948129673
646,1.72857291602383,0.697351257865145,0.004526495704456
648,1.67132882677961,0.794239607664899,0.004956755671967
650,1.62289429610573,0.902547677048516,0.006695897830348
651,1.56116000634753,1.02396120946951,0.006984303494209
653,1.50251877207038,1.15412602618715,0.009106639952588
655,1.44367702951442,1.28459399419472,0.00942160229949
657,1.37671887249843,1.40084419176458,0.011490219562412
659,1.31478123365896,1.4888201230559,0.012889146743814
660,1.24868822358375,1.51926948953663,0.014601230552308
662,1.17965158569959,1.47755799275385,0.016986359033619
664,1.10455388441414,1.34690408062914,0.018866334403937
666,1.03250470827985,1.15303332987625,0.021359282503616
668,0.967460122121388,0.928984112949801,0.024719418716505
669,0.90917997986367,0.715072312497687,0.027782538688577
671,0.855336825126572,0.536224100805879,0.031541551627528
673,0.812000271861678,0.397709792808484,0.036897574192307
675,0.770923729057783,0.29739709251042,0.042432201475201
677,0.74410053259788,0.223491455947782,0.048949436623999
678,0.722777082949588,0.170747658636288,0.056504391062234
680,0.698529491207387,0.132075695221303,0.065287486396673
682,0.685550082662759,0.102807638696797,0.077541072288281
684,0.663666724986779,0.081069844218945,0.089936913116757
686,0.646800799804291,0.065037158175054,0.105110766159288
687,0.625480276630199,0.051532766076913,0.121982843825855
689,0.608425474878815,0.040399630316114,0.140644532958586
691,0.586360519225688,0.035195429822886,0.161104464004111
693,0.560153785991761,0.026453771353129,0.18376203557578
694,0.536400879312146,0.022097892260956,0.209322586198475
696,0.513183175785908,0.017671402334248,0.235758455979742
698,0.485894901262176,0.013565065978595,0.265016641571782
700,0.458729112469613,0.011946978999474,0.296222361409139
702,0.433395546158841,0.009676284502318,0.327976546600017
703,0.412714774219987,0.00881487717706,0.363417074281021
705,0.387119521264008,0.006913635988448,0.399068611276477
707,0.365838938681879,0.006804170696405,0.433307567468888
709,0.344084489414261,0.00640259956783,0.469672267457093
711,0.322989940261098,0.003258075662063,0.507252097959351
712,0.306577666762133,0.005222646694986,0.54172624150828
714,0.289855828477631,0.002840962154683,0.573732595661751
716,0.270521848284711,0.002984773628298,0.604452301207892
