119.5,2.88713E-05
120.5,0.000261847
121.5,0.002285914
122.5,0.000552239
123.5,2.22481E-05
124.5,1.59981E-05
125.5,1.34328E-05
126.5,1.64179E-05
127.5,9.9347E-06
128.5,8.06903E-06
129.5,1.86101E-05
130.5,0.00005625
131.5,1.85634E-05
132.5,1.92631E-05
133.5,7.83582E-05
134.5,2.13153E-05
135.5,1.77239E-05
136.5,1.44123E-05
137.5,1.36194E-05
138.5,1.85168E-05
139.5,3.52612E-05
140.5,2.83582E-05
141.5,1.96362E-05
142.5,2.18284E-05
143.5,2.3834E-05
144.5,2.37407E-05
145.5,2.58396E-05
146.5,3.3069E-05
147.5,3.95989E-05
148.5,3.82463E-05
149.5,3.71269E-05
150.5,4.05784E-05
151.5,4.32369E-05
152.5,5.42444E-05
153.5,6.05877E-05
154.5,9.60354E-05
155.5,0.0001
156.5,8.61474E-05
157.5,8.0084E-05
158.5,0.000078125
159.5,8.18097E-05
160.5,9.02052E-05
161.5,0.000103918
162.5,0.000117491
163.5,0.000132509
164.5,0.000138666
165.5,0.000200653
166.5,0.000186054
167.5,0.000180737
168.5,0.0002125
169.5,0.000274114
170.5,0.000308582
171.5,0.000320896
172.5,0.000338246
173.5,0.000356576
174.5,0.000422901
175.5,0.000503265
176.5,0.00056903
177.5,0.000654384
178.5,0.000717351
179.5,0.000735075
180.5,0.000854011
181.5,0.001041511
182.5,0.001046175
183.5,0.001046642
184.5,0.000963619
185.5,0.001077892
186.5,0.001259328
187.5,0.001403451
188.5,0.001534981
189.5,0.001664646
190.5,0.001755597
191.5,0.001942631
192.5,0.001918377
193.5,0.001776119
194.5,0.002430037
195.5,0.00253125
196.5,0.002802239
197.5,0.002887593
198.5,0.002885728
199.5,0.003108209
200.5,0.003416978
201.5,0.003742071
202.5,0.003853078
203.5,0.004298974
204.5,0.004780784
205.5,0.004916045
206.5,0.00516791
207.5,0.005900187
208.5,0.00701959
209.5,0.009972015
210.5,0.013022388
211.5,0.015643657
212.5,0.014598881
213.5,0.015461754
214.5,0.018670709
215.5,0.016861007
216.5,0.015051306
217.5,0.016459888
218.5,0.020694963
219.5,0.021884328
220.5,0.02207556
221.5,0.018460821
222.5,0.023157649
223.5,0.029388993
224.5,0.027504664
225.5,0.024388993
226.5,0.018376866
227.5,0.018619403
228.5,0.02423041
229.5,0.022252799
230.5,0.024309701
231.5,0.023773321
232.5,0.024841418
233.5,0.020867537
234.5,0.018176306
235.5,0.023983209
236.5,0.022663246
237.5,0.022593284
238.5,0.019570896
239.5,0.020578358
240.5,0.018451493
241.5,0.024011194
242.5,0.032929104
243.5,0.031030784
244.5,0.0284375
245.5,0.023036381
246.5,0.023507463
247.5,0.025886194
248.5,0.021291978
249.5,0.026296642
250.5,0.028031716
251.5,0.021459888
252.5,0.019379664
253.5,0.024043843
254.5,0.027784515
255.5,0.03698694
256.5,0.047481343
257.5,0.058488806
258.5,0.058348881
259.5,0.048507463
260.5,0.039883396
261.5,0.041884328
262.5,0.048320896
263.5,0.07733209
264.5,0.116464552
265.5,0.117863806
266.5,0.116324627
267.5,0.116977612
268.5,0.113712687
